"","X","AlertCategory","NetworkEventType","NetworkInteractionType","DataTransferVolume_IN","DataTransferVolume_OUT","TransactionsPerSession","NetworkAccessFrequency","UserActivityLevel","SystemAccessRate","SessionIntegrityCheck","ResourceUtilizationFlag","SecurityRiskLevel","ResponseTime","Classification"
"15708",391015,"Warning","PolicyViolation","Suspicious",154091965,92888875,27260,22116,6,NA,"False","False",239874926,33.51702,"Malicious"
"13347",334258,"Warning","PolicyViolation","Anomalous",130958417,113821278,26618,31545,5,5,"False","False",201974539,37.29919,"Malicious"
"4154",106511,"Warning","PolicyViolation","Suspicious",85606063,113094940,29278,34651,8,NA,"True","True",174244962,35.14292,"Malicious"
"11058",277101,"Warning","PolicyViolation","Suspicious",147621188,103191083,29159,35279,6,NA,"True","False",145096392,25.21715,"Malicious"
"22096",552610,"Warning","PolicyViolation","Suspicious",132982237,99545011,29581,45350,7,6,"True","False",117728601,32.34057,"Malicious"
"5313",134830,"Warning","Policy_Violation","Anomalous",112215583,92148851,21600,32548,5,NA,"True","True",174718933,180.9967012,"Malicious"
"15374",383016,"Warning","Policy_Violation","Anomalous",151151490,86830784,23285,24454,5,NA,"True","False",143280403,29.50566,"Malicious"
"11424",286927,"Warning","Policy_Violation","Anomalous",109396774,111635464,25233,23728,5,5,"True","True",132391532,43.74882,"Malicious"
"3681",93950,"Warning","PolicyViolation","Suspicious",133474340,102368677,28293,32518,6,3,"False","False",131008834,20.77938,"Malicious"
"13366",334680,"Warning","PolicyViolation","Suspicious",177802611,79275661,25185,36923,5,5,"True","False",181546083,44.44146,"Malicious"
"15825",394451,"Warning","PolicyViolation","Anomalous",156706420,111790231,26880,33672,4,NA,"True","False",172936278,24.94738,"Malicious"
"16135",402199,"Warning","ThreatDetected","Suspicious",154075861,101496655,30194,37885,6,5,"False","False",150651156,99999,"Malicious"
"10669",267421,"Warning","PolicyViolation","Anomalous",140278502,89140075,20217,32956,3,NA,"True","True",152211672,27.58198,"Malicious"
"16621",415153,"Alert","Policy_Violation","Suspicious",150746261,105114336,32178,25331,7,5,"True","False",214507260,29.47222,"Malicious"
"18526",462803,"Warning","PolicyViolation","Anomalous",128873203,112470640,27745,43479,6,NA,"True","False",140317749,19.38773,"Malicious"
"10344",259083,"Warning","Policy_Violation","Elevated",192844523,107667580,36331,36750,7,NA,"True","False",209411059,99999,"Malicious"
"5781",146663,"Warning","PolicyViolation","Anomalous",120652999,80681217,20824,35376,5,6,"False","True",165134628,33.38159,"Malicious"
"15391",383371,"Warning","PolicyViolation","Suspicious",166302035,113131393,27590,28437,4,5,"True","False",131493931,32.35329,"Malicious"
"4290",109730,"Warning","PolicyViolation","Anomalous",123378192,104628315,21755,16205,4,7,"True","True",155490374,21.11456,"Malicious"
"7342",183855,"Alert","ThreatDetected","Anomalous",96104390,101266842,24518,38258,6,NA,"True","True",133108974,26.92565,"Malicious"
"9759",244594,"Informational","PolicyViolation","Anomalous",79827663,93550228,23087,48504,7,NA,"True","True",157772693,36.52266,"Malicious"
"19438",486903,"Warning","PolicyViolation","Suspicious",151578194,83852604,29447,-1,7,NA,"False","False",170600670,20.34069,"Malicious"
"8847",221563,"Warning","PolicyViolation","Anomalous",73382314,129406860,28112,45246,7,NA,"True","True",219410283,35.30895,"Malicious"
"4146",106259,"Warning","PolicyViolation","Suspicious",133818115,105585039,28757,42904,6,NA,"True","False",181988548,24.45746,"Malicious"
"19506",488540,"Warning","Policy_Violation","Suspicious",135094924,137236775,33518,32142,6,7,"False","False",162479609,24.60362,"Malicious"
"1855",46865,"Informational","Policy_Violation","Anomalous",69709942,132310381,28198,37725,7,3,"False","True",211761829,28.90455,"Malicious"
"10671",267442,"Warning","ThreatDetected","Suspicious",116108314,102657112,28337,27414,7,4,"False","False",195378684,27.97771,"Malicious"
"8145",203423,"Warning","PolicyViolation","Suspicious",122655920,116530275,30446,25382,7,4,"True","False",167334984,40.12727,"Malicious"
"16418",410220,"Informational","NormalOperation","Anomalous",144338488,79056971,24001,31788,6,4,"False","False",146819652,27.91757,"Malicious"
"8568",213862,"Warning","PolicyViolation","Anomalous",142211510,79736438,21118,32038,5,NA,"True","False",157574149,30.39144,"Malicious"
"18730",467755,"Warning","Policy_Violation","Suspicious",190462713,92814534,26390,-1,4,NA,"False","False",134672171,30.27348,"Malicious"
"9082",226760,"Warning","PolicyViolation","Suspicious",132783637,121073991,33602,28594,7,NA,"True","False",173131517,33.78416,"Malicious"
"5009",127504,"Warning","PolicyViolation","Anomalous",120896230,97816539,24150,34186,5,NA,"False","False",135422108,30.76872,"Malicious"
"14068",351466,"Warning","PolicyViolation","Anomalous",109583583,100134969,24095,33993,6,7,"False","True",162096750,38.97592,"Malicious"
"7760",194223,"Warning","PolicyViolation","Suspicious",99279331,120528109,31497,38202,8,NA,"True","False",159722742,17.25852,"Malicious"
"2582",65359,"Warning","Policy_Violation","Suspicious",203085823,71702938,26116,27175,5,5,"False","False",185684987,34.84414,"Malicious"
"18175",454026,"Warning","Policy_Violation","Anomalous",132721902,88439829,23026,31009,5,NA,"True","False",209100129,25.36009,"Malicious"
"1067",26796,"Warning","Policy_Violation","Suspicious",154171957,116781454,33171,23689,7,NA,"True","False",183907232,40.7287,"Malicious"
"1349",33973,"Warning","NormalOperation","Anomalous",136997224,100735765,21124,29966,3,NA,"True","True",152214315,47.54353,"Malicious"
"10725",268780,"Warning","PolicyViolation","Suspicious",224796062,55726451,21339,44311,3,NA,"True","False",128430445,99999,"Malicious"
"21079",526239,"Warning","PolicyViolation","Suspicious",115954828,140412018,37509,30916,8,NA,"True","False",162539373,31.66601,"Malicious"
"5704",144644,"Warning","PolicyViolation","Suspicious",151592827,127178385,35300,39190,7,NA,"True","False",145265730,30.80994,"Malicious"
"18835",470452,"Warning","PolicyViolation","Suspicious",133103904,129029306,31622,40184,6,6,"True","False",137430985,35.26558,"Malicious"
"4534",115377,"Warning","PolicyViolation","Suspicious",116897902,96440445,27296,30409,7,NA,"True","False",128109118,20.37439,"Malicious"
"4967",126412,"Warning","Policy_Violation","Suspicious",87023475,146527805,34378,35296,8,4,"True","True",173417099,162.9673304,"Malicious"
"10969",274986,"Warning","Policy_Violation","Suspicious",130616526,115000827,28625,34246,6,6,"False","False",137041614,31.01148,"Malicious"
"19172",479820,"Warning","PolicyViolation","Suspicious",141196038,121194761,33288,32174,7,NA,"False","False",206631367,18.21603,"Malicious"
"11732",294137,"Warning","PolicyViolation","Anomalous",135367426,68408732,17207,43037,4,NA,"True","False",124895771,23.39337,"Malicious"
"19754",494209,"Warning","NormalOperation","Anomalous",121412984,95706911,23334,33586,5,NA,"True","False",158418106,33.93259,"Malicious"
"19940",498602,"Warning","PolicyViolation","Anomalous",100128765,129043166,26266,19553,5,4,"False","True",190791060,28.0583,"Malicious"
"21347",533171,"Warning","PolicyViolation","Suspicious",114942551,114769362,29876,33780,7,6,"True","False",170148490,27.14801,"Malicious"
"19741",493998,"Warning","NormalOperation","Suspicious",194447731,80064066,25319,29798,4,NA,"True","False",233079794,29.34775,"Malicious"
"7461",186927,"Warning","PolicyViolation","Anomalous",155729664,75774551,19905,40254,4,7,"False","False",161440986,26.81157,"Malicious"
"11981",300784,"Alert","PolicyViolation","Suspicious",163319046,94606674,29041,26417,6,NA,"False","False",161224039,26.91532,"Malicious"
"14777",367902,"Warning","Policy_Violation","Anomalous",116113410,111479919,27333,34785,6,NA,"False","False",113013193,28.47608,"Malicious"
"3625",92280,"Warning","PolicyViolation","Suspicious",103686816,102279233,29196,35389,8,NA,"False","False",138959394,38.04137,"Malicious"
"3974",101978,"Warning","PolicyViolation","Anomalous",95900217,84605440,19634,30857,5,5,"False","True",132985912,27.23436,"Malicious"
"6779",170792,"Warning","PolicyViolation","Anomalous",121068803,66827319,21546,43200,6,NA,"True","False",140058684,99999,"Malicious"
"13330",333926,"Warning","PolicyViolation","Anomalous",133627275,101437795,22174,31901,4,5,"True","True",121882641,36.87029,"Malicious"
"7912",197926,"Warning","PolicyViolation","Suspicious",189005660,72865708,25428,24697,5,5,"True","False",171896504,37.5026,"Malicious"
"22567",564698,"Informational","PolicyViolation","Anomalous",120009868,104095870,23056,36082,4,NA,"True","True",222221072,35.04303,"Malicious"
"7993",199474,"Warning","PolicyViolation","Suspicious",163595941,108318500,28671,40698,5,3,"True","False",196721077,31.94439,"Malicious"
"2798",71190,"Warning","NormalOperation","Suspicious",156204489,111380900,29566,24181,5,NA,"True","False",165770404,27.14085,"Malicious"
"21822",545573,"Warning","PolicyViolation","Suspicious",198291527,96562605,30303,32863,5,NA,"False","False",99682099,99999,"Malicious"
"2676",68281,"Warning","PolicyViolation","Anomalous",147705839,81432662,23063,51244,5,5,"True","False",141237325,22.33733,"Malicious"
"4499",114716,"Warning","ThreatDetected","Suspicious",138740451,111634898,32573,34237,7,NA,"False","False",106697279,26.37575,"Malicious"
"19488",488123,"Warning","Policy_Violation","Suspicious",166527804,93330458,26122,31799,5,NA,"True","False",120156263,99999,"Malicious"
"10939",274273,"Warning","PolicyViolation","Suspicious",187773082,80330256,23758,38443,4,7,"True","False",124094666,26.72783,"Malicious"
"19813",495595,"Warning","PolicyViolation","Suspicious",151065266,82190236,25204,16063,6,NA,"False","False",177807601,26.72227,"Malicious"
"20690",516993,"Warning","Policy_Violation","Suspicious",147528044,101566655,26664,36499,5,6,"False","False",190473002,21.85134,"Malicious"
"5256",133344,"Alert","PolicyViolation","Suspicious",130259226,167164188,36788,-1,6,NA,"True","False",181390428,24.99195,"Malicious"
"6266",157963,"Informational","PolicyViolation","Suspicious",176959128,65013724,23935,31428,5,5,"True","False",175029231,21.59406,"Malicious"
"8082",201687,"Warning","PolicyViolation","Anomalous",137382071,87776966,24475,33951,5,NA,"False","False",155875016,99999,"Malicious"
"15822",394401,"Warning","Policy_Violation","Suspicious",193799414,75806523,23845,32548,4,NA,"True","False",189234936,29.14498,"Malicious"
"19960",499077,"Warning","NormalOperation","Suspicious",162979909,99781840,29251,34617,6,NA,"False","False",142998448,39.7817,"Malicious"
"21889",547352,"Warning","PolicyViolation","Suspicious",175603615,84428015,25858,29223,5,NA,"False","False",172336501,22.57022,"Malicious"
"18905",472266,"Warning","ThreatDetected","Suspicious",140493036,100336005,29579,42406,7,6,"True","False",138130620,28.12959,"Malicious"
"19977",499430,"Warning","Policy_Violation","Suspicious",192729831,95480758,28089,40073,4,3,"True","False",162801462,31.65885,"Malicious"
"11226",281743,"Warning","Policy_Violation","Suspicious",112715731,97398348,28051,26120,7,NA,"True","False",156108859,99999,"Malicious"
"5873",148586,"Warning","NormalOperation","Suspicious",126322396,125724609,31792,30517,6,NA,"False","False",162540753,35.09875,"Malicious"
"4219",108415,"Warning","PolicyViolation","Suspicious",141054121,99457054,29278,30186,7,NA,"False","False",141302768,NA,"Malicious"
"11641",292134,"Warning","Policy_Violation","Suspicious",153367261,98898458,32162,20098,7,NA,"False","False",119846298,31.04466,"Malicious"
"1070",26872,"Warning","PolicyViolation","Suspicious",160543614,93855524,27403,48765,6,6,"True","False",140701837,36.50898,"Malicious"
"10962",274735,"Warning","Policy_Violation","Anomalous",140072370,105407539,26338,30188,5,5,"False","False",132287489,99999,"Malicious"
"7262",182130,"Warning","NormalOperation","Suspicious",158435567,91660061,27304,30736,6,5,"False","False",203639249,26.67026,"Malicious"
"18706",467272,"Warning","PolicyViolation","Suspicious",120118925,100533938,29334,36114,7,NA,"True","False",150673242,36.14905,"Malicious"
"8163",203860,"Warning","NormalOperation","Anomalous",130521191,70952350,21438,50247,6,7,"True","False",163155034,24.27586,"Malicious"
"4764",121056,"Warning","PolicyViolation","Anomalous",125763996,80397829,19724,40168,4,6,"False","True",210849499,20.99883,"Malicious"
"620",15649,"Warning","PolicyViolation","Suspicious",197200507,86073203,28103,21767,5,5,"True","False",147926237,34.67908,"Malicious"
"17574",438031,"Warning","Policy_Violation","Anomalous",122809676,118629015,27695,24567,5,NA,"True","False",150386557,26.83313,"Malicious"
"5939",150310,"Warning","PolicyViolation","Suspicious",165527303,105209329,32311,28759,7,NA,"False","False",161814697,26.43462,"Malicious"
"6244",157623,"Warning","ThreatDetected","Anomalous",171538574,79808631,22727,34772,4,5,"False","False",148081066,21.54168,"Malicious"
"18053",450769,"Warning","Policy_Violation","Anomalous",140338912,74726051,21037,30935,5,NA,"False","False",110575475,26.98228,"Malicious"
"3721",95146,"Warning","PolicyViolation","Suspicious",133514552,88221586,25429,28408,6,NA,"True","False",137461902,35.14301,"Malicious"
"18352",458281,"Warning","PolicyViolation","Suspicious",120032513,110130988,31477,48415,8,3,"False","False",210320953,31.19189,"Malicious"
"3401",86290,"Warning","Policy_Violation","Anomalous",127010143,122201591,28880,20904,6,NA,"True","False",158728308,99999,"Malicious"
"21764",544254,"Warning","Policy_Violation","Anomalous",105894825,86033323,21026,25635,5,NA,"False","True",180553127,24.45099,"Malicious"
"15830",394660,"Warning","PolicyViolation","Suspicious",167517696,108099756,29147,35011,5,5,"False","False",178642919,39.89634,"Malicious"
"12230",306934,"Warning","Policy_Violation","Suspicious",175645862,54214065,21454,35299,5,NA,"True","False",144632649,26.57099,"Malicious"
"8997",225004,"Warning","PolicyViolation","Anomalous",165213302,90820846,25029,25660,4,5,"False","False",186283546,34.25085,"Malicious"
"11430",287043,"Warning","PolicyViolation","Anomalous",129269395,98755403,24395,33888,5,NA,"False","False",167636236,36.90048,"Malicious"
"4254",109016,"Warning","PolicyViolation","Anomalous",105756673,115223155,28054,48463,6,NA,"True","False",162775320,28.30621,"Malicious"
"4529",115292,"Warning","PolicyViolation","Anomalous",148546492,82203806,19388,33174,3,7,"True","False",163933976,21.32757,"Malicious"
"18861",471093,"Warning","NormalOperation","Anomalous",150702283,97148952,24088,40610,4,NA,"True","False",111338805,19.08066,"Malicious"
"21321",532516,"Warning","Policy_Violation","Anomalous",96240000,90375196,21432,34766,6,5,"True","True",189689766,17.08577,"Malicious"
"2382",60579,"Warning","PolicyViolation","Anomalous",151674613,112194391,26116,41592,4,NA,"True","False",163235454,31.08274,"Malicious"
"8172",203992,"Warning","PolicyViolation","Critical",70934306,114135874,20406,36799,5,5,"False","True",138216026,37.28152,"Malicious"
"20851",521029,"Warning","PolicyViolation","Suspicious",118667249,90192505,26347,37148,7,NA,"True","False",172786966,35.18339,"Malicious"
"4597",117144,"Warning","PolicyViolation","Suspicious",146673034,99658616,28560,42087,6,NA,"False","False",202994144,99999,"Malicious"
"7160",179749,"Warning","Policy_Violation","Anomalous",132706705,93007205,25630,46151,6,6,"True","False",209876963,31.51696,"Malicious"
"5188",131652,"Warning","PolicyViolation","Anomalous",87473430,115289967,22206,36867,4,5,"False","True",143179409,23.15068,"Malicious"
"4714",119725,"Warning","Policy_Violation","Anomalous",111283433,108586561,23170,35241,4,NA,"False","True",113566550,25.25395,"Malicious"
"17946",448071,"Warning","Policy_Violation","Suspicious",197308779,94377500,31314,25643,5,5,"False","False",187842415,36.77712,"Malicious"
"18295",456865,"Warning","Policy_Violation","Suspicious",162853782,124066347,30243,18405,4,5,"False","False",177785392,31.15938,"Malicious"
"4417",112805,"Warning","PolicyViolation","Anomalous",113387676,113241999,22606,33219,4,2,"False","True",123013353,29.70387,"Malicious"
"4633",117956,"Warning","PolicyViolation","Anomalous",113380541,100454654,25993,40467,6,NA,"True","False",144512599,25.60723,"Malicious"
"9124",227558,"Warning","PolicyViolation","Anomalous",79504500,123612096,26614,34857,6,NA,"True","True",121423171,24.15197,"Malicious"
"8392",209637,"Warning","PolicyViolation","Suspicious",196414941,83647770,28047,27957,5,NA,"False","False",215740676,32.91128,"Malicious"
"21435",535340,"Warning","PolicyViolation","Suspicious",192483511,62142986,26602,33665,6,4,"True","False",99429029,36.95531,"Malicious"
"8441",210654,"Warning","PolicyViolation","Anomalous",141146881,102287236,24337,23420,4,NA,"True","False",135101768,24.54898,"Malicious"
"19625",491566,"Warning","PolicyViolation","Anomalous",105565654,100208019,26549,44320,7,NA,"True","False",157473313,40.64625,"Malicious"
"18705",467263,"Warning","Policy_Violation","Anomalous",98157141,128648467,26587,48571,5,NA,"True","True",145534677,30.3897,"Malicious"
"6172",155654,"Warning","PolicyViolation","Suspicious",138106537,93017605,29710,40066,7,NA,"False","False",172736759,31.46006,"Malicious"
"12796",321190,"Warning","PolicyViolation","Suspicious",120056550,109125713,28072,32630,6,NA,"False","False",146149349,36.58806,"Malicious"
"22153",554036,"Warning","PolicyViolation","Anomalous",115709796,85639193,23229,28785,6,NA,"True","False",114629555,19.9429,"Malicious"
"19551",489712,"Warning","Policy_Violation","Anomalous",138765486,114120387,28408,33502,5,NA,"True","False",158259970,37.3469,"Malicious"
"16133",402188,"Warning","PolicyViolation","Suspicious",172309547,90553150,28392,28626,5,NA,"True","False",157026054,26.51552,"Malicious"
"10075",252707,"Warning","Policy_Violation","Suspicious",242887978,45693641,23261,29087,4,4,"False","False",172361375,36.61041,"Malicious"
"14422",358976,"Warning","PolicyViolation","Anomalous",177015277,80633986,23734,29848,4,4,"True","False",194547962,26.70766,"Malicious"
"6459",162677,"Warning","PolicyViolation","Critical",51505804,144438115,26081,31725,6,NA,"True","True",202910855,36.4318,"Malicious"
"4816",122465,"Warning","Policy_Violation","Suspicious",132940279,110955367,28041,23972,5,NA,"False","False",199151061,30.65306,"Malicious"
"7174",180302,"Warning","PolicyViolation","Anomalous",123810871,85228687,22219,41892,5,4,"True","False",196718782,26.8926,"Malicious"
"2281",57617,"Warning","PolicyViolation","Suspicious",164273564,75740142,25442,34074,6,5,"False","False",156218041,26.67206,"Malicious"
"11118",278667,"Warning","ThreatDetected","Suspicious",159125413,98685894,30821,32779,7,NA,"False","False",128382874,25.89649,"Malicious"
"15376",383051,"Warning","NormalOperation","Anomalous",114601294,92280648,24869,27402,6,4,"True","False",176590196,26.73103,"Malicious"
"8233",205629,"Warning","ThreatDetected","Anomalous",116512262,93520102,26162,32220,7,NA,"False","False",97992533,99999,"Malicious"
"770",19667,"Warning","PolicyViolation","Suspicious",109015253,113815145,30376,37999,7,5,"False","False",71177967,26.46176,"Malicious"
"13602",340149,"Warning","PolicyViolation","Critical",62237803,134697421,22980,33789,5,NA,"True","True",176588082,31.63604,"Malicious"
"6090",153597,"Warning","PolicyViolation","Anomalous",122584014,92689300,25408,26171,6,5,"False","False",132181854,25.07555,"Malicious"
"15518",386374,"Warning","PolicyViolation","Suspicious",170121540,89599882,25043,35672,4,NA,"True","False",141345447,29.15632,"Malicious"
"13346",334217,"Warning","PolicyViolation","Anomalous",140652891,106404848,25714,29203,4,5,"True","False",114161352,36.77649,"Malicious"
"14464",360124,"Warning","ThreatDetected","Anomalous",174183485,76402446,20808,30542,3,4,"False","False",222165817,23.92879,"Malicious"
"16167",403355,"Warning","PolicyViolation","Suspicious",167056911,80466855,24812,29290,5,5,"False","False",179875135,24.99385,"Malicious"
"16411",409956,"Warning","Policy_Violation","Anomalous",144575270,96986915,24835,36697,5,4,"True","False",111209707,40.46935,"Malicious"
"15603",388627,"Warning","PolicyViolation","Anomalous",113002024,94624368,23873,45462,6,NA,"True","True",135912451,22.60787,"Malicious"
"7470",187069,"Warning","PolicyViolation","Critical",98080908,92715285,19356,28236,5,NA,"False","True",132471436,13.37542,"Malicious"
"7252",181888,"Warning","PolicyViolation","Suspicious",156496587,85442249,27320,42614,6,NA,"True","False",144383545,31.87966,"Malicious"
"11213",281312,"Warning","PolicyViolation","Suspicious",148400276,115858825,30686,30129,6,NA,"True","False",186567768,35.85696,"Malicious"
"13697",341805,"Warning","PolicyViolation","Suspicious",148675823,80107666,26349,31250,6,NA,"True","False",172198298,25.51882,"Malicious"
"19441",486962,"Warning","NormalOperation","Suspicious",126727651,106848475,29084,33233,7,NA,"True","False",105645877,99999,"Malicious"
"4984",126819,"Warning","PolicyViolation","Suspicious",140109057,115059997,29538,40134,5,NA,"True","False",160267888,29.81821,"Malicious"
"7028",176726,"Warning","PolicyViolation","Anomalous",131326691,98021231,24027,38841,5,NA,"False","False",149455120,21.20965,"Malicious"
"19619",491432,"Warning","PolicyViolation","Suspicious",180240829,95469470,29852,31644,6,NA,"True","False",164475818,22.00033,"Malicious"
"8595",214830,"Informational","PolicyViolation","Suspicious",157169850,78404700,25411,33794,6,NA,"True","False",162267769,30.93772,"Malicious"
"21989",549715,"Warning","Policy_Violation","Anomalous",145634940,83518265,22634,43257,5,8,"False","False",147931124,38.17085,"Malicious"
"10628",266390,"Warning","Policy_Violation","Anomalous",132404402,104615836,26647,38402,5,NA,"False","False",168429529,25.88871,"Malicious"
"13425",336144,"Warning","NormalOperation","Suspicious",161418490,116662669,34217,39504,7,5,"True","False",133239349,99999,"Malicious"
"7960",198834,"Warning","PolicyViolation","Suspicious",203747376,77732587,28873,30675,5,NA,"True","False",138721799,29.00654,"Malicious"
"19342",484167,"Warning","NormalOperation","Anomalous",155520047,87174147,24859,37324,5,NA,"True","False",148484117,34.01295,"Malicious"
"67",1653,"Warning","Policy_Violation","Suspicious",120214676,116492531,30689,38375,7,NA,"False","False",157093557,32.69861,"Malicious"
"18376",459006,"Warning","PolicyViolation","Suspicious",189071543,56245863,22434,39409,5,5,"True","False",132906963,24.82945,"Malicious"
"15763",392529,"Warning","Policy_Violation","Anomalous",121101428,86369019,24069,52392,6,NA,"True","False",192886496,22.99953,"Malicious"
"6099",153885,"Alert","NormalOperation","Anomalous",102909134,89920726,22851,39430,6,NA,"False","True",173789495,25.16367,"Malicious"
"7628",190782,"Warning","PolicyViolation","Suspicious",142002866,85195163,26149,32446,6,5,"False","False",167122584,24.37812,"Malicious"
"21919",548106,"Informational","PolicyViolation","Anomalous",116496278,121802629,25781,31145,4,NA,"False","True",150969216,99999,"Malicious"
"8550",213408,"Warning","PolicyViolation","Suspicious",146212245,97994042,26764,35098,5,NA,"False","False",137084987,23.1306,"Malicious"
"22619",565905,"Warning","PolicyViolation","Suspicious",173232874,76272438,24246,34504,5,NA,"False","False",121430670,17.63988,"Malicious"
"8846",221548,"Warning","Policy_Violation","Anomalous",96074631,108416967,26300,25795,6,NA,"False","True",219244567,31.54508,"Malicious"
"19182",480136,"Warning","PolicyViolation","Suspicious",105897741,122995261,35790,-1,9,NA,"False","False",147164029,26.85915,"Malicious"
"6307",158875,"Informational","Policy_Violation","Elevated",183230204,93699880,31512,32313,6,5,"True","False",150534096,31.18174,"Malicious"
"15171",377768,"Warning","PolicyViolation","Suspicious",175456687,121917787,30825,29214,4,4,"False","False",141057130,31.68588,"Malicious"
"10839",271941,"Informational","Policy_Violation","Suspicious",122573280,105195807,29182,29975,7,NA,"True","False",147694484,26.61494,"Malicious"
"18477",461665,"Warning","Policy_Violation","Anomalous",137843437,96570551,22253,34947,4,NA,"True","False",175575017,33.09216,"Malicious"
"897",22848,"Warning","ThreatDetected","Suspicious",140818005,116769578,31135,32957,6,NA,"False","False",176472566,35.79518,"Malicious"
"6473",162974,"Warning","PolicyViolation","Anomalous",66944040,85081762,24340,34635,9,NA,"True","True",156341236,21.88536,"Malicious"
"12013",301507,"Warning","PolicyViolation","Suspicious",121235446,97598560,28132,24369,7,NA,"False","False",129076594,39.52901,"Malicious"
"22518",563589,"Warning","Policy_Violation","Critical",107358664,87419587,19234,31533,5,NA,"False","True",99470940,99999,"Malicious"
"20816",520000,"Warning","PolicyViolation","Suspicious",146217589,98395786,26619,29749,5,NA,"False","False",203101061,36.04458,"Malicious"
"15285",380866,"Warning","Policy_Violation","Suspicious",177487654,84315708,27050,23613,5,NA,"True","False",165821907,99999,"Malicious"
"9554",239046,"Warning","PolicyViolation","Suspicious",153880807,99754228,30115,31139,6,5,"False","False",127822796,99999,"Malicious"
"20391",509798,"Warning","NormalOperation","Anomalous",82324817,124577782,23778,-1,5,NA,"True","True",139379546,35.24606,"Malicious"
"2928",74491,"Warning","PolicyViolation","Anomalous",182253123,75321740,22137,45563,4,NA,"True","False",142526793,36.56873,"Malicious"
"3931",100639,"Warning","PolicyViolation","Suspicious",159085818,115761464,30434,32805,5,NA,"True","False",120059735,41.43775,"Malicious"
"554",14172,"Warning","PolicyViolation","Suspicious",139534356,85924897,25927,28236,6,NA,"False","False",182087420,23.84721,"Malicious"
"15705",390872,"Warning","PolicyViolation","Suspicious",116479474,119160423,33067,43874,8,NA,"False","False",161402404,19.86401,"Malicious"
"1923",48598,"Warning","Policy_Violation","Anomalous",131954022,86432731,20849,46310,4,NA,"False","False",156886917,23.52431,"Malicious"
"17798",444265,"Alert","Policy_Violation","Anomalous",162137756,93913380,22496,20109,3,5,"True","False",154494975,43.73246,"Malicious"
"11276",282793,"Warning","PolicyViolation","Anomalous",165860461,98903380,22720,50403,3,8,"False","False",199581725,32.7658,"Malicious"
"6904",173591,"Warning","NormalOperation","Anomalous",139519353,79491303,20941,27679,4,NA,"True","False",130809991,22.66578,"Malicious"
"13273",332496,"Warning","PolicyViolation","Anomalous",138667699,125663725,26768,33689,4,NA,"False","False",111012003,30.29457,"Malicious"
"13296",333185,"Warning","Policy_Violation","Suspicious",134568935,106491956,27943,25311,6,NA,"False","False",235517950,29.06137,"Malicious"
"16660",416406,"Warning","Policy_Violation","Suspicious",189389730,101458679,29180,34524,4,NA,"True","False",148453021,35.724,"Malicious"
"6016",151938,"Warning","Policy_Violation","Anomalous",164450278,76203880,22280,22013,4,NA,"False","False",161616010,35.84149,"Malicious"
"18642",465787,"Warning","PolicyViolation","Anomalous",108634842,101615450,26873,26361,7,NA,"False","False",122404693,23.03183,"Malicious"
"2743",69751,"Warning","Policy_Violation","Anomalous",142817891,97214484,23530,30840,4,4,"False","False",144749164,37.64996,"Malicious"
"4783",121601,"Informational","PolicyViolation","Suspicious",193365707,63320989,26763,23515,6,NA,"True","False",109675133,99999,"Malicious"
"5104",129913,"Warning","PolicyViolation","Anomalous",131909422,111369976,26649,20691,5,5,"True","False",173692836,24.71976,"Malicious"
"3484",88327,"Warning","Policy_Violation","Anomalous",137387302,123951026,28152,34834,4,4,"False","False",146466882,19.86477,"Malicious"
"13250",331938,"Warning","PolicyViolation","Suspicious",167126180,59719816,24970,32750,7,6,"False","False",132336398,29.40939,"Malicious"
"12530",314510,"Warning","Policy_Violation","Anomalous",84153974,107014120,23789,25795,6,NA,"False","True",213136885,30.2941,"Malicious"
"7099",178167,"Warning","PolicyViolation","Anomalous",101871297,117960308,23920,28903,4,NA,"True","True",164255045,32.12282,"Malicious"
"2689",68564,"Warning","Policy_Violation","Suspicious",151902141,103577336,28550,39227,5,5,"True","False",165501576,30.15503,"Malicious"
"16421",410340,"Warning","PolicyViolation","Suspicious",148222377,102247586,29387,47535,6,NA,"True","False",130368566,99999,"Malicious"
"5073",129149,"Warning","PolicyViolation","Suspicious",143812270,81015193,27112,33674,7,5,"False","False",79598278,33.00064,"Malicious"
"2846",72519,"Warning","Policy_Violation","Anomalous",129988802,106846970,22829,45220,4,NA,"False","True",224720420,19.3163,"Malicious"
"16211",404661,"Warning","PolicyViolation","Anomalous",126490227,80014213,20765,38775,5,NA,"False","False",150363276,22.73498,"Malicious"
"10982",275211,"Warning","PolicyViolation","Anomalous",128470914,124753685,28788,27281,5,5,"True","False",136691398,168.082908,"Malicious"
"18955",473692,"Warning","NormalOperation","Suspicious",163216625,89825778,28087,36886,6,6,"True","False",138977777,30.46643,"Malicious"
"9871",247276,"Informational","Policy_Violation","Anomalous",104097058,116037029,25469,40810,5,5,"False","True",178125075,29.53446,"Malicious"
"1434",36211,"Warning","Policy_Violation","Suspicious",163731776,113555857,31195,36869,5,6,"False","False",164679321,33.60595,"Malicious"
"14703",365641,"Warning","Policy_Violation","Suspicious",166506075,121451377,33459,35591,6,NA,"False","False",175421999,28.83889,"Malicious"
"788",20223,"Warning","ThreatDetected","Elevated",178040231,76726144,30366,-1,7,6,"True","False",129350661,99999,"Malicious"
